verified_id,reviews
163, solid canon menu obviously better camera smaller lens work well landscape photography seems better portraits pro photographer probably saying novice like camera overall recommend playing store purchase though get feel
164, bought camera take family vacation best decision made trip still sorting printing hundreds taken ideal amateur photographer dad since take many want feel way around features camera
165, obsessed camera takes amazing indoor outdoor photos user friendly blast learning capabilities thing typically find utilizing came camera like charm
166, son graduated four year college month expressed several times wanted camera surprised opened package went got degree went two weeks ago took great photos expressed easy use pleased
167, good crop sensor starting photographer also great back camera professional photographer good recommend professional looking solid camera beginner looking nice camera learn ropes
168, first camera previous ones point shoot kind integrated lenses zooming bought sketches paintings quality images amazing see strokes charcoal great detail getting basics photography camera
169, kit purchased gift would rate star kit included newer model lens difficult get detailed photos without tripod lens used lens due
170, camera takes awesome quality pictures many use interested need take time read take better pictures even better quality suggest going local book store purchase book show step step work camera improve
171, read reviews going local best buy choice cameras picked started looking dial choices started playing dial tell picture choices would best takes lovely photos feels good hand great first good camera
172, bought camera daughter could get flooded grandsons compared several choosing one felt user interface intuitive someone familiar price kit camera body two lenses case good get
173, actually bought camera several years ago son daughter interested photography bought one great beginner grow improves takes great pictures easy use bundle package great deal
174, really enjoyed using camera pretty easy take good photos gate help get sophisticated age phone cameras pretty awesome seems hard justify worth
175, always wanted camera like one still learning outs far great camera would first time beginners great price love also came bag strap even another lens thumbs
176, overall great camera quality photos amazing clear makes look almost professionally taken converting feature camera takes pictures phone makes much easier free comes social media opinion great overall camera
177, needed camera granddaughter looked web site found one exactly would need leaving vacation explore west parents went purchased camera great help best buy got deal done time great folks business got first picks week look great
178, hesitant get always thought cameras good enough mind changed using canon noticeable difference canon galaxy mind changed
179, great camera far good easy use tone information beginners capabilities make much convenient stuff seconds recommend anyone everyone wish unless enlarging gigantic size think still good
180, really pleased camera expert everything easy use really like feature control camera phone helps take big family pictures allows easy access pictures phone well worth
181, purchased kit black sale still learning use camera manual helpful camera bag strap seem good quality able fit lenses one bag issues camera would recommend anyone looking start using
182, bought niece awesome present excellent school well deserved might add turned best thing ever everything beginner set quality pictures beautiful camera light weight easy manage interchangeable lens user friendly easy use would definitely buy
183, digital camera years wanted upgrade checking many found best deal market purchasing rebel found amazing camera loaded features still figuring great functions available help take best images possible love
184, found camera lightweight practical time filled features two included lenses lens case card also series great casual dinner night time want carry added weight
185, prior extremely satisfied user camera got misplaced recommended buy canon friend promotion picked super impressed results definitely better previously models comparable terms price
186, seems everyone family one model canon rebel cameras needed something photography class knew wanted done everything needed far begun use features package two lenses lets capture images near far problem
187, purchased package could take quality action shots son playing football high stands get great closeup photos camera includes detailed book use yet read still able take great quality pictures would strongly recommend individuals wanting enter photography
188, learned lot kit lens best job learned shoot raw edit get best right lens get great
189, got camera day leaving cruise much research wanted get something lowest price got additional lens loved pictures took point click trip issues yet start since yet use mm
190, bought camera daughter took camera classes high school model steps one used class photo shop teacher recommended really enjoying camera taking pictures everything finds interesting sale good price everything came kit
191, rebel old still working well problems former rebel decided take dip ocean course drowned great camera decided purchase another canon rebel far pleased one actually love
192, always liked photography camera perfect first camera easy use auto setting also manual setting taken great pictures face yet explore camera even excited continue practice hobby wonderful camera
193, certainly photographer bought camera wanted start taking family portraits phone takes great pictures limited wanted upgrade think important read much camera able help take better pictures achieve desire
194, used point shoot cameras purchasing one pretty easy use though still learning pictures come really great even good getting perfect light angle starting explore video recording camera happy purchase
195, one items looking black think store go would supposed buy printer saw baby lying toy section great starter kit opinion since wife wanted take photography came two lens bag far loved using camera
196, bought camera stop motion photography use lot functions remove battery order plug adapter works great check
197, canon rebel great camera purchased taking sport shots child game canon offers easy photo sharing make sure purchase card class card
198, camera features needing long time previous camera canon camera allows using recording canon rebel unit allow using video remains seen screen bright sunlight
199, took decide canon package version happy end decision camera takes wonderful pictures love options came canon package works well easy connect phone computer
200, honestly know anything cameras camera fairly easy use average everything want think best part capabilities allows transfer photos via connect specific canon worth money
201, first digital must say love simple easy use little skeptical first purchasing digital due fact thought would hard use definitely recommend canon camera first time users trust disappointed
202, recently went week vacation across country bought camera get pictures folks back home one person told pictures looked like came magazine amazing photographer point click cameras settings look like amazing photographer
203, great camera someone looking capture special moments much higher quality photos smart phone camera many advanced features learned practice constant use quality durability far average reasonable price
204, wonderful camera owned older canon years forgot going vacation stopped picked way airport camera easy use additional lens nice compact package comes bag holds lenses camera accessories
205, son wants get serious photography move beyond using phone point shoot camera rebel great thing take completely automatic mode much like using knowledgeable photographer learns various settings use
206, nice camera purchased one pretty much liked quality photos definitely heavier ended selling cannon girl work loves cannon photographer chose weight capabilities
207, camera high quality great value comes lens sizes beginner like plenty cover great deal ranges plenty high quality images also camera connect phone instantly share images
208, great camera purchased even better price quality issue settings use flash prefer take pictures natural lighting quality pictures great wait go adventures
209, second time purchased camera gifts recipients say enough great things ease use sharpness photos various lighting make taking photos enjoyable professional photographer take photos
210, highly pleased first camera extremely easy understand navigate taken several traveling sites managed take excellent pictures quality pictures make camera worth buying highly recommend camera first purchase
211, bought camera wife point shoot canon optical viewer reason picked camera reason refuses give point shoot using canon rebel really like actually compose picture outside sun shining
212, bought camera get pictures wildlife turned everywhere taking pictures wildlife airplanes makes someone like never owned camera look like taking pictures years great camera
213, camera excellent camera use especially barely beginning photographer takes high quality pictures yet easy use expensive good pictures would honestly recommend camera beginners person looking good camera
214, bought camera niece starting hobby skeptical first operations many features may overwhelming boy wrong goes learning new things everyday camera excitement day everyday
215, opinion camera great beginners gives ability grow learn along way quick auto function lazy time set focus shoot burst function good catching right moment action shots
216, package price everything needed get running taking pictures almost instantly skip package memory card included price card much cheaper buy
217, hoped would super pictures easy use looked various makes models seeking help best buy employee made decision camera photos excellent color clarity lack camera knowledge camera takes recommend product beginners intermediate photographers
218, absolute blast camera took amazing pictures auto settings without spend hours manual learning take great pictures want take farther manual help would definitely recommend product
219, loved photography high school college life took wanting get back great starter camera since used manual since would recommended camera beginner
220, gift adult daughter going country vacation scenic places wife pleased far heard good things camera daughter practices departure later month
221, camera road trip last minute beginners luck best purchase summer daughter camera taken liking photography camera easy use takes wonderful photos know glad made investment
222, first camera love much better cell camera lenses great sure upgrade time find need bag comes need upgrade due fact barley fits everything comes
223, camera awesome first camera basic lot learning lot things take granted total control pictures look focus manual mode quality superb got great deal black
224, purchased camera allow get zoomed shots could get exactly happened taken classes locally help learn manually set camera happy
225, received camera present took trip camera took wonderful pictures easy use wanted starter camera get beyond taking phone pictures much better point shoot lens easy learn use well definitely recommend
226, use camera area feel comfortable taking expensive equipment overall great camera sacrifice quality price would strongly recommend anyone professionally looking hobby
227, camera easy navigate use rather using manual settings beginning beginner photography cameras still pictures came beautifully focusing close details flowers example camera captures great colors easy
228, purchased camera black deal since first bit nervous purchasing recently clicked many photographs camera saw stunned really nice deal camera picture quality really good anybody go product
229, best bang buck caught sale sold first want happy got screen display solved issue immediately first camera see self upgrading time soon might upgrade lens though
230, bought young adult daughter birthday first real camera absolutely loves takes great allowing phone camera relatively simple works well
231, shopping camera sometime never found right one right deal mother day year take pictures everything kids cows happy new camera wait go vacation
232, great camera long still learning operate know takes beautiful picture liked ideal purchase replacement batteries always would certainly recommend camera friend
233, received camera gift husband love pretty easy use comes detailed instruction manual still process reading taken great pictures grandson playing baseball also flowers birds
234, recently took class university went purchased expensive camera younger students class used identical camera results better sometimes daughter decided take class enjoying use camera pictures takes
235, visiting museums abroad allowed take pictures flash allowed used pictures absolutely perfect using automatic flash feature amazed clarity light camera finds best purchase ever
236, owned canon rebel years loved lost fire needed replacement better respects resolution much better battery life improved combination lenses makes easy shoot best pictures situation
237, new photography decided buy one comes two lenses far happy quality photography features camera fact makes offers possibility add accessories like microphones flashes
238, kit comes pair lenses latest cannon rebel camera bag great tool vacation wife loves easy use easy use one hand takes really clear beautiful pictures well worth money
239, canon cameras past always impressed quality ease use canon rebel exception given serious test yet extreme cold wave testing around house results impressive
240, camera extra lens pouch price looking quality camera months everything costly came deal black got loving many features image quality amazing
241, great camera ready go right box automatic features work great currently trying learn settings really cant go wrong deal bundle get extra lens also bag also help make great deal
242, daughter chose camera reading excited feature sales person sold us additional savings packet comes additional lens camera bag enjoy purchase decided squad would good idea well ready get started
243, first camera bundle deal canon excellent price reviews good beginners professionals really chance use learn features say quality product good camera light easy hold
244, camera perfect gift wife novice photographer wants take hobby next level easy use extra lens memory disk great great instant printing sale price really good
245, using canon years third biggest difference model besides increase feature convenient easy use need mm capture shot site without first
246, beginner camera nothing great picture quality good done sure part take pictures like every single say love
247, camera great starter camera still learning camera settings camera great picture quality really enjoy blur setting make foreground background pop comfortable feel shooting photographs
248, love camera instruction booklet comes camera got taking pictures soon got camera box best buy sent link tutorials use camera bundle price great
249, great camera needed lot help choosing really good camera upgrade customer service received best buy exceptional knowledgeable educated every camera carried chose e satisfied excellent camera
250, bought friend daughter interested photography want put lot capital someone testing water great camera someone would like get field learn basic settings nice huge plus
251, great camera lens price easy use easy read instructions takes beautiful pictures bought family vacation loved much use photograph pictures food recommend camera beat price fantastic price camera two lenses camera bag
252, works smoothly transitions well different light conditions almost easy point shoot camera gives user capability purchase lenses refine usage greater creativity excellent entry level camera
253, wanting better camera one far one great still learning outs far gotten really great pictures
254, camera friend photographer good choice novice like right easy use great features could want bundle great value
255, great camera beginner huge interest photography prior purchasing user friendly good thing interchange lenses w ease fun far would recommend anyone starting
256, enjoying rebel camera lot settings still learning every time take helps two different types picture taking look forward adding types variety pictures recommend camera beginners like
257, purchased teenage son much photography needed new camera class school quite old years exact bells needs right extra lens hit allowing learn even
258, daughter taking photography class school past years uses school camera last year bought camera loving already knows use taking amazing pictures
259, decided get kit teenage son getting photography fantastic quality level cameras big step filming phone small lightweight happy purchase
260, gifted friend loved took pictures new spectacular added lens mm added bonus camera thing missing memory card purchase extra overall best buy
261, looking good deal camera upcoming trip stumbled upon awesome one kit came lens perfect portrait photos one takes beautiful landscape photos great photographers want expand abilities
262, purchased cannon rebel kit purchase come wide angle lens standard quality work well use photographer camera body also nice fit needs would recommend beginner photographer
263, switched canon personal preference photographer love smoothness canon camera lens pictures come great different color easy use
264, love pictures camera captures simple use takes amazingly clear pictures lightweight well bonus tripod great well around great buy best buy offers fabulous deal
265, taking camera day practice upgraded year old canon could wanted week vacation wanted make sure come home outstanding photos
266, cannon great camera price tons features let take pictures like pro also bunch features would expect see expensive models great camera great price
267, lens awesome camera easy use beginners time using phone fantastic feature deal great accessory pack included taken times amp next month looking forward coastal trip
268, bought camera gift loves never owned professional camera easy use picked right away love comes carrying case well extra
269, bought camera long consideration regretted decision bit easy use even beginner get great shots without much explanation extra lenses good investment though going artistic pictures
270, bought camera wife teenagers like canon cameras since menu simple easy go like mode since mode provide clear sharp would like recommend camera beginners teenagers since handy light
271, cannon puts great products camera enough bells n extra big case go wrong watch best buy ads get pretty good deal well worth price lot learn beginner pretty easy learn go wrong
272, bought daughter taking photography classes school really enjoys seems knack taking good pictures loves fact phone look send right away says easy use
273, still learning like camera far like ability set manual program focus shot takes great quality pictures turning fairly simple work many options
274, updated totally happy new purchase happy ready take photography skills next level pictures sharp camera easy use obvious much better camera
275, love camera beginner photography far easy use read book came helped tremendously learn different functions camera glad finally purchased product
276, granted top line camera still pretty sweet takes nice photos easy operate ridiculously priced bought mine black wife months pretty satisfied makes great gift tell
277, lots research camera along lenses best start journey using kit challenge finding right camera price break could afford far really enjoyed learning getting great photos along way
278, bought take pictures bodybuilding family vacations could pleased lenses accommodated needs got great quality photos easy use even year old took good pictures
279, bought camera gift friend needed camera job club promoter far enjoyed camera immensely says quality meets needs employer recommend camera interested buying first high quality camera
280, bought camera right going giving birth want miss single moment camera great even taken friends photos friends good easy use learn really features
281, owning camera days got say exactly needed first ever great came two lenses able shoot shots need ease
282, camera almost year great beginner cameras easy learn take variety photos landscapes portraits definitely recommend
283, satisfied purchase canon everything wanted camera much since sent friends purchase one well happy would recommend shopping best buy future purchases
284, loved camera takes outstanding pictures yet figure work feature camera nothing keeps also battery life terrible less month would longer charge battery
285, purchased kit granddaughter needed photography class required loves photos pretty good actually better thought would kit
286, love camera fan tripod wide lens attachments price bundle pleased new photography feel perfect kit beginner like highly recommend camera kit
287, went best buy looking camera led camera another brands representative camera easy use yet takes amazing pictures bought problems far great investment
288, camera first attempt real camera completely automatic learning use every option lenses seem best quality otherwise camera takes great pictures suitable photography classes
289, daughter taken photography loves cannon rebel photography department school working informed rebel outstanding starter camera well worth cost daughter could agree highly recommend camera
290, purchased camera gift daughter loves uses photography class school well taking pictures everywhere got sale included extras real bonus happy purchase
291, bought camera high school daughter interest photography easy use right box taking pictures daily pictures look amazing love capability transfer photos easily mobile device
292, got first time camera enjoyed taking shots kids playing sports used family reunion photos look forward using international travels easy use information comes helpful
293, beginner quality pictures good still trying learn best settings frustrating sometimes sometimes come blurry auto settings anyone knows good links tutorials please let know
294, bought camera first road trip loved took amazing pictures remember trip keep memories alive much recommend camera first time buyers anyone search good easy use camera love
295, received camera kit anniversary present loved able capture high quality images refine photo taking skills always user receiving gift honestly say transition canon comfortable
296, young lady taking yearbook class fell love camera purchased present played many times takes awesome shots amp lightweight
297, got great price came wide angle lenses nice carry bag upgrade film camera still learning use seems perfect sports action shots
298, determined daughter looking camera flexibility cell phone interchangeable lens easy operation key considerations several cannon point shoot cameras business like ease operation
299, bought camera use office take photos various things good price everything came camera canon great brand far pleased camera ease use definitely recommend
300, canon camera two lenses camera carrying case everything needed photo flexibility come handy taking trip along great home family photos canon reputation excellent camera performs wonderfully
301, great service camera came quickly works great loved accessories came camera everything came exactly shown picture bag great spacious holds lot loved bundle stuff price definitely great deal
302, amazing camera great versatility bought camera daughter started photography class thrilled see pictures camera produced pictures great clarity low light well outdoor lighting conditions
303, lot camera beginner easy use camera took nice pictures standard settings amazed changing multiple lenses came pack easy larger brought whatever shooting close
304, wanted something easy enough beginner options better pictures add better lenses progress still learning far easy handle love via pictures right phone send others quickly
305, canon camera great took vacation camera comes fantastic fact put pictures phone computer via great able post pictures instantly
306, best buy sale item great opportunity pick new camera great lens simple enough get started plan learning finer functions vacation time consult manual
307, everything want camera price clear quality pictures draw back take rapid fire shots allows snap shots burst great camera
308, bought camera twice one daughters used different activities one took action shots school yearbook pictures family friends camera easy use takes great pictures
309, took little bit figure use lenses easy put take amazing camera high quality loved every moment would recommend buy looking camera right would
310, camera comes two lenses easily changed close distant pictures automatic focus results exceptionally clear images distant lens seems unaffected minor shaking great camera
311, beginner photographer wanted find good camera start canon made easy learn really helps take great picture overly satisfied especially take pictures landscapes pictures crisp clear
312, far camera weeks glad chose one sold sure bring shots right phone super fast father ended buying exact one liked mine much
313, purchased camera use news coverage little discouraged thinking would get money worth honestly impressed camera capabilities wish could attach external use video coverage
314, purchase special gift granddaughter says takes beautiful pictures seems pleased also bit research input oldest son seemed like pretty good value
315, first real camera quality daughter started playing volleyball wanted something would allow capture motion action done job great
316, camera great without photographer able use remotely take pictures quality pictures awesome looking clear sharp image ease use camera
317, canon years need new camera bought another canon bring home happy quality photos lines really needs new camera returned get great camera
318, took digital photography course great camera deal price getting know outs photography nice beginner camera learn last long time come think
319, researching camera fiance talking many friends professional photographers recommended first use everything could need give photos wants ease
320, third canon always liked brand cameras decided buy bundle kit price good got additional features previous cameras general settings pretty familiar highly recommended
321, love camera great starter camera really easy use able get great shots battery last longer expected also easy use manual mode well looking entry level camera product great
322, daughter recently got interested photography research found would great starter camera far loves ease use
323, great camera beginner found lots useful sites get cheat cards help understand lot settings played around figured believe clear images turned
324, looking best looking fit onto budget compared one canon auto lenses handy bag card could ever got better product black really happy getting
325, first camera happy many great features takes excellent quality really good camera easy image quality crisp vibrant would recommend camera anyone looking camera
326, purchased first canon camera love first picture since purchased canon cameras film canon rebel first digital camera one cameras reliable easy use take great pictures
327, great reliable brand name canon cameras purchased complete kit son camera great deal speaking son roundabout way camera think going thrilled
328, older rebel felt time upgrade new canon rebel absolutely wonderful use would recommend anyone likes take photos use full auto mode use choosing settings
329, got gift wife capturing special moments little ones neither us camera experience beyond camera fun camera easy use features captured kids glory worth purchase
330, recently got taking artistic photos graduation present great battery life really appreciates picture quality even zooms really tight picture remains crystal clear great camera
331, easy use beginner like easy connect option connect directly mobile helpful operate camera remotely using phone explore much manual mode auto mode click picture come nice
332, picked complete kit deal could beat price two lenses bag add one direct cell phone new feature thought handy occasionally ended using time
333, getting serious first camera bought new gear used great price point sturdy feel little flex body good start plastic mount good overall good value good product love mine
334, looking camera daughter college course taking previously used model found bundle best buy included everything needed course except card
335, camera extremely user friendly light enough carry day discomfort picture quality good let use camera got exceptional dusk shots good camera highly recommend average user
336, wife always loved taking pictures never right equipment package took next level taking professional pictures pictures great quality many functions still learning
337, camera great beginner camera lot setting adjusted fit amateur photographer connection via phone bad limitations great transferring photos phone really like feature
338, auto option work advanced users manual option much different old film using cameras camera body light weight easy change would like larger photo display
339, wanted camera like long time glad finally took plunge exceeded expectations glad came two lenses case already invested another accessories enhance photography recommend camera
340, lucky enough get great deal canon included bag lens free x picture book even though still learning camera takes beautiful pictures easy canon phone
341, purchased camera recreational photographer pretty simple use takes crisp clear shots much camera option makes convenient transfer photos spot
342, bought camera back photograph weddings alone carry one back second shooter use easy use learn
343, purchased item grandson photography classes loves camera says perfect novice photographer learned many techniques classes says pleased results
344, heading vacation wanted able get fantastic pictures never used digital camera easy assemble change lenses great pictures little practice
345, camera teenager use take professional pictures teenager able read directions apply using camera exactly needed wanted professional
346, month love camera easy learn operate take great pictures purchased one additional lens already probably future get better photography works perfectly
347, purchased camera gift love enjoy photography great camera anyone honest one start recording great moments life share prints video love
348, upgraded couple years always trusted brand great improvement lenses compatible finally take great shots backyard
349, excellent beginner tons features pretty intuitive use manual easy understand comprehensive would strongly recommend camera beginning photographer
350, first camera fell love easy point shoot takes time get use settings get hang love highly recommend bought camera sale another plus
351, best camera ever bought takes good pictures best part rapid click finest things captured clearly easy use settings also easy understand got great camera
352, purchased replace one stolen great camera easy use takes great pictures know spring nationals april far great purchase several hundred dollars cheaper one replaced
353, camera takes excellent pictures great deal bundle price still taken time figure settings taken sons basketball games turned great
354, first ever purchased owned really enjoyed using getting know features couple things would change could price great deal would definitely purchase suggest friends
355, purchased camera bundle employee recommendation happy purchase novice camera great camera system people like auto focus image transfers extra lens camera bag
356, purchased camera wife loved bundle included additional lenses wanting opened morning quality design camera would definitely recommend item
357, bought older sister loves surprised much get box thing come card still loved camera really clear pictures
358, experience found easy figure manual reading kind consumer exploring features simple features know canon connect love
359, bought camera wedding friend take photos completely satisfied results would totally recommend camera outfit anyone looking start photography wanting better quality phone
360, really like camera self explanatory easy use like way pictures turned unique camera bee use past cannon really enjoy new cannon
361, easy shoot well pictures look much better brands cameras one canon least expensive works amazingly highly recommended anyone looking entry level
362, owned film canon camera years ago exceeds long shot pleased focus speed picture quality printing pleased enlargement quality
363, nice starter camera beginner like still learning ropes photography general camera takes awesome shots learning different lighting settings different shoot modes great camera great price bundle
364, purchased camera first camera immediately began taking pictures manual easy understand plenty support would recommend camera anyone new photography
365, camera bought black sale daughter price reasonable lens useful distance photos wait see daughter reaction receives present
366, love camera great deal extra perfect people starting getting photography super easy get hang takes overall great photos took trip never put
367, good package two useful lenses case like camera built making easy send phone use take photos using great entry world
368, love camera still learning features offers far process painless buttons well marked positioned wisely camera great feel holding user friendly enjoying new user
369, camera everything wanted much bundle wonderful price makes getting started much easier take pictures ever close ups turn perfect could ask better camera
370, took camera vacation better expected fail take pictures soon hit button recommend camera anyone looking buy new one
371, bought gift family member looking start getting photography loves exactly needed start learning flexibility future add professional lenses included kit
372, first easy use takes excellent auto flash sometimes whitens picture switch flash mode good go would highly recommend
373, camera straight forward easy use comes additional lens provides ton capabilities one stop shop great case everything need start taking great pictures camera takes amazing outdoor action photos
374, beginner photography first big purchase towards truly love quality camera performance easy use recommend beginner
375, mirrors heavy steady hand takes great picture match mirror less cameras already want choose cameras recommend choose canon
376, looking get higher end camera time absolutely amazed easy use auto focus easy gets using kids soccer games getting professional action shots first day
377, research saw special saw available store went store lunch break picked camera super fast friendly service camera takes great action shots
378, son wildlife biologist wanted good camera photography camera fit bill perfectly best buy good price made satisfying purchase big present
379, yet complaints favorite feature able link built connection also like use take picture actually touching camera take photo
380, looking purchase camera long time got thanks giving enjoyed pictures real value money great kit easy use good beginners wanted use picture quality awesome loved
381, watching camera weeks finally put sale ran got definitely worth use travel camera pro stays home camera light weight excellent beginners go get camera
382, purchased camera able upgrade point click hoping fine tune photos people places far done great job purpose purchased looking forward learning taking great photos
383, great camera getting back photography camera stolen stopped photography great starter set gave everything needed get back shooting photos like use
384, minimal knowledge digital camera absolutely love easy use lot watch also help understand different settings
385, still learning camera far absolutely love active children amp action shot well perfect focus also love fact connect phone share pictures
386, takes awesome photos going summer cant wait battery last least took china rose playing
387, bought sister great starter package interested beginning photography comes lenses memory card lens great wildlife photography
388, love camera much wanting camera like longest lot best buy employees told matter body get lens matter looking size body matter lens
389, compared cannon feel stout shooting quickness quality picture makes forget feel
390, great camera beginner purchased camera old daughter aspiring photographer loves take time understand amazing features definitely last many years
391, second love camera easy use functions however want take advanced pictures manual settings also easy use pictures camera spectacular
392, impressed ease use options picture type design camera bundle tripod steady shots would great shots easily transferred mobile
393, eye digital model months nothing wrong previous canon really questioning new feature black price much resist glad
394, bought camera start get hands dirty photography camera nothing less amazing easy use feels great hands quality pictures stunning pro photography start great camera
395, bought present loves photography know nothing photograph cameras apparently hit already used take quite pictures must say picture quality amazing
396, started really using new camera far well absolutely love def way complicated thought would bad thing wait learn day
397, target practices night satisfied end results first time using canon rebel camera really like quality pictures also accessories comes camera fantastic
398, super camera great price needed better camera take pictures travel taking picture view finder makes good great need see lens also change lens situation
399, camera easy operate insert memory card battery lens changes easily unfortunately lens received package bad going take hope make right
400, bought prior epic vacation cruise photographer wanted really good picture memories camera two lenses bag good bag fit everything worked well problems
401, read many positive reviews camera someone personally recommended impressed phone take well without delay complicated
402, camera absolutely wonderful takes great photos easy use love fact came two lenses price sale great also know waited long buy professional camera love
403, far easy work camera quality photos fantastic price right really able put use like would like soon sure update review
404, camera great easy use camera starting get photography multitude settings easy use right box simple video search provides additional help one would need
405, camera lightweight easy use manual could little easier understand little trial error easy point amp shoot video quality good external needed could addition later date
406, supper lens works super pleased set f stop film speed get better quality photos easy use easy learn beginner
407, great gift debated wait gift minutes knew great deal used several times forward capturing photos son football games
408, great camera general use point amp shoot manual controls use vacations family works well us bit bulky going lot walking however
409, owned several canon cameras happy newest purchase came two lenses camera bag really looking forward using full potential upcoming vacation
410, nice beginners intermediate photography enough features camera enthusiast moving point shoot phone real camera
411, bought camera upgrade camera got way power expected pictures professional quality love easily connect camera cell phone
412, camera perfect entry level photographer needing little control basic digital camera lot camera given right training impressed image quality ease
413, camera lot advanced old camera sorry give complete review read manual mastered everything bought price different size lenses
414, unbelievably easy camera use enables novice take pictures like professional complete package low price unbelievable especially lens take camera anywhere take unbelievable pictures distance
415, far love camera easy use takes great pictures standard lens fine takes similar quality pictures newer however lens outstanding especially makes good deal
416, bought camera never used camera regular camera extremely satisfied camera quality durability highly recommend even needing camera sporting events
417, amazing camera great deal two lenses since bought lens camera mm great purchase overall sure thing last years come
418, camera packaging made sure everything perfect condition came clear instructions properly operate easy function takes great quality pictures purpose pleased product would purchase
419, started hobby photography great camera start price great quality amazing someone starting trying learn outs photography
420, nephew recommended camera thought good deal price bought still learning use takes wonderful pictures fairly easy use
421, bought camera old daughter wanted complicated got another camera turn screen order see records overall camera great price though
422, great camera beginner learn explore features best feature according recommended friends least friends bought
423, great camera great picture reliable beginner photographer using hobbies blast might gone moving screen deal included bad extra lens
424, first camera purchase looked saw reviews purchase think great decision far pretty easy use liking pictures
425, package nice deal beginner camera bag nice well extra lens lenses increases versatility uses camera memory card included made great gift everything needed included
426, older cannon rebel camera eldest son taken hobby camera one liked capabilities go beyond older camera wait see far hobby goes
427, needed camera could take medium long distance shots used two large arenas daughters awards ceremony graduation got good pictures minutes
428, bought camera sister present easy layout excellent image quality careful use flash time mainly beginners using strictly leads red eye
429, looked lot different options finally landed one everything need far beginning photography also comes great starter pack really good low light pretty good long exposure
430, good camera pictures filming went birthday party skating used sports option take pictures family skating turned beautiful
431, photography years working canon one wonderful starter advanced camera depending use would recommend anyone thinking
432, camera great beginner camera trying get camera last first years great camera price
433, far wife extremely happy new rebel getting masters landscape architecture need camera would take high quality pictures editing designs pleased results
434, purchased camera son visiting store discussing different models associate also research talked professional photographer loves takes awesome pictures
435, bought steal price impressed thing takes phenomenal photos self adjusting features great mention best offers free photo taking courses could ask
436, got larger size giving problems missed shots work camera would fire bought canon problems
437, camera takes beautiful shots relatively easy use first good camera bought one first canon sure shots years ago rebel follows canon fine reputation happy
438, great setup beginners excellent price includes camera body lenses memory card camera bag takes great photos
439, bought camera replace advanced camera cruise like controls initially used found easy adjust took surprising good pictures
440, parents got deal little sister loves perfect amazing quality pictures first hesitant price receive two one two great lens really good deal
441, camera perfect features cameras one costs less bought lens use every time go hiking camping even family event take many pictures
442, first thoroughly impressed picture quality ease use unwillingness times connect transferring highly recommend camera
443, amazing kit money able picture phone seconds big plus overall camera takes wonderful pictures found anything negative
444, wanting get one cameras boy glad took pictures sons first soccer game season boy great pictures takes mention sale price got
445, got good deal purchase additional lens included purchase camera easy use memory card slides right pictures really enjoyed using
446, seems right camera college freshman interested things artistic beginning use aunt suggested pick camera purchased camera several months ago loves
